IEC ID,AGCHO_ID,ps_total,pc_total,lat,long,dist_name,prov_name,ANPO_obs_count,AYNSO_obs_count,FEFA_obs_count,TEFA_obs_count,NLO_obs_count,Total_Observers
1711,1509,27,12,70.3959129225,36.7702199842,Teshkan,Badakhshan,0,0,17,0,6,23
1712,1513,20,8,71.1637637096,37.1042606685,Shuhada,Badakhshan,0,0,12,0,0,12
1713,1508,41,16,70.1354589179,37.3412806143,Shahr-e-Buzorg,Badakhshan,0,0,25,9,0,34
1714,1506,33,9,70.6734321014,37.660785554,Raghistan,Badakhshan,0,0,0,0,0,0
1715,1518,63,19,70.1325487324,36.7722055703,Keshem,Badakhshan,0,0,39,0,6,45
1716,1522,27,9,71.1823575799,36.7570756602,Warduj,Badakhshan,0,0,17,2,0,19
1717,1519,5,2,70.3496317247,36.4827597386,Tagab,Badakhshan,0,0,7,0,0,7
1718,1520,32,10,70.7913078678,36.4368425832,Yamgan,Badakhshan,0,0,0,0,0,0
1719,1514,29,9,71.2439061962,37.6011181203,Shighnan,Badakhshan,0,0,0,2,0,2
1720,1517,22,8,70.3938487529,37.8371989181,Khwahan,Badakhshan,0,0,0,0,0,0
1721,1516,23,7,70.6913850072,37.943129711,Kof Ab,Badakhshan,0,0,0,0,0,0
1722,1524,18,7,70.9114039267,38.2278547582,Darwaz,Badakhshan,0,0,0,5,0,5
1723,1523,20,8,71.4623914038,36.853460029,Ishkashem,Badakhshan,0,0,12,0,0,12
1724,1525,18,7,70.6517312685,38.2065117739,Shaki,Badakhshan,0,0,0,3,0,3
1725,1527,9,4,71.3421288624,36.4265748904,Zebak,Badakhshan,0,0,6,0,0,6
1726,1526,14,5,70.7683186476,35.9299366926,Koran wa Monjan,Badakhshan,0,0,0,0,0,0
1727,1515,25,8,71.1549626762,38.1291974522,Darwaz-e-Balla,Badakhshan,0,0,0,3,0,3
1728,1528,22,10,73.3496236189,37.0572181817,Wakhan,Badakhshan,0,0,0,0,0,0
1801,1601,189,38,69.6088231744,36.7406135106,Taloqan,Takhar,0,0,94,0,29,123
1802,1602,15,6,69.5696716405,36.9263297714,Hazar Sumuch,Takhar,0,0,8,0,5,13
1803,1603,39,9,69.3953136347,36.8328795117,Baharak,Takhar,0,0,19,0,1,20
1804,1604,28,5,69.3380699844,36.6133739777,Bangi,Takhar,0,0,14,0,0,14
1805,1605,23,6,69.5591938666,36.4973962325,Chal,Takhar,0,0,12,0,0,12
1806,1606,18,5,69.7148800193,36.4715551064,Namak Ab,Takhar,0,0,9,0,0,9
1807,1608,39,10,69.9148808737,36.7877070056,Kalafgan,Takhar,0,0,19,0,0,19
1808,1607,39,11,69.9608269839,36.4698995365,Farkhar,Takhar,0,0,19,0,7,26
1809,1614,55,14,69.3979535354,37.0183127264,Khwaja Ghar,Takhar,0,0,27,0,8,35
1810,1609,134,36,69.8172777075,37.1062025083,Rostaq,Takhar,0,0,67,0,1,68
1811,1615,51,14,69.3899334257,36.3673290802,Ishkamish,Takhar,0,0,0,0,0,0
1812,1613,35,10,69.5016557438,37.202200299,Dasht-e-Qala,Takhar,0,0,18,0,5,23
1813,1616,37,10,70.13882092,36.0959718923,Warsaj,Takhar,0,0,18,0,8,26
1814,1612,21,7,69.5821069824,37.3393768115,Khwaja Bahawuddin,Takhar,0,0,0,0,0,0
1815,1617,27,9,69.4992696328,37.4541452525,Darqad,Takhar,0,0,0,0,0,0
1816,1610,61,16,69.879897118,37.4503436148,Chah Ab,Takhar,0,0,31,0,0,31
1817,1611,34,9,69.6699567653,37.4607752901,Yangi Qala,Takhar,0,0,0,0,0,0
1901,1701,285,57,68.8587416946,36.7966571268,Kunduz,Kunduz,0,0,104,22,43,169
1902,1704,43,10,68.5672883635,36.6544050662,Chahar Darah,Kunduz,0,0,19,0,0,19
1903,1705,66,16,68.8778605176,36.5290235793,Ali Abad,Kunduz,0,0,23,6,10,39
1904,1706,88,37,69.1040485847,36.6031132226,Khan Abad,Kunduz,0,0,34,5,0,39
1905,1702,176,44,68.8537619643,37.108454305,Imam Saheb,Kunduz,0,0,64,8,2,74
1906,1707,62,16,69.1572893965,36.9636061443,Dasht-e-Archi,Kunduz,0,0,25,0,3,28
1907,1703,60,19,68.3619650558,36.8975969048,Qala-e-Zal,Kunduz,0,0,21,0,0,21
2001,1901,98,21,67.9866131028,36.2066666413,Aybak,Samangan,0,0,47,0,50,97
2002,1902,33,11,67.8651143207,36.3829507039,Hazrat-e- Sultan,Samangan,0,0,16,0,5,21
2003,1906,38,13,68.1216899231,35.9865047185,Khuram wa Sarbagh,Samangan,0,0,18,0,2,20
2004,1903,10,3,67.5773319776,36.4563667018,Feroz Nakhchir,Samangan,0,0,5,0,2,7
2005,1907,53,16,67.8172588743,35.6354868053,Ruy-e-Du Ab,Samangan,0,0,26,0,0,26
2006,1904,70,20,67.3471575747,36.0250373638,Darah Suf-e- Payin,Samangan,0,0,26,0,2,28
2006,1905,70,20,67.2824556494,35.6806956444,Darah Suf-e-Bala,Samangan,0,0,34,0,2,36
2101,1801,313,48,67.1168146668,36.7097426722,Mazar-e-Sharif,Balkh,0,0,142,71,38,251
2102,1802,41,9,67.1813228856,36.8412368214,Nahr-e- Shahi,Balkh,0,0,19,6,5,30
2103,1806,51,14,67.0080010286,36.6367552322,Deh Dadi,Balkh,0,0,23,3,8,34
2104,1807,33,13,67.2402908135,36.3678859249,Chahar Kent,Balkh,0,0,15,4,0,19
2105,1808,15,5,67.3350263032,36.634699141,Marmul,Balkh,0,0,7,3,0,10
2106,1805,94,30,66.8901430765,36.8156342271,Balkh,Balkh,0,0,43,55,0,98
2107,1814,103,37,66.864645492,36.3032008056,Sholgareh,Balkh,0,0,47,6,3,56
2108,1813,84,27,66.6008688734,36.5178373961,Chemtal,Balkh,0,0,38,2,0,40
2109,1804,74,29,66.797996479,37.0642528519,Dawlat Abad,Balkh,0,0,34,14,4,52
2110,1809,64,22,67.743333119,36.8146242294,Khulm,Balkh,0,0,29,9,0,38
2111,1812,77,32,66.6394352657,36.8332627122,Chahar Bolak,Balkh,0,0,35,7,3,45
2112,1803,30,10,66.8512238113,37.2565985701,Shor Tepa,Balkh,0,0,13,5,0,18
2113,1810,23,9,67.5492104167,37.1271449375,Kaldar,Balkh,0,0,10,0,0,10
2114,1815,44,16,66.9223435088,36.0051761193,Kishindeh,Balkh,0,0,20,4,0,24
2115,1816,51,18,66.72616396,35.8473411325,Zari,Balkh,0,0,0,4,0,4
2201,2001,123,23,66.0565297236,36.2842541009,Sar-e-Pul,Sar-e-Pul,0,0,50,0,30,80
2202,2002,38,12,65.7089525686,36.1498350382,Sayad,Sar-e-Pul,0,0,16,0,3,19
2203,2003,44,15,65.9367057852,35.4381425159,Kohistanat,Sar-e-Pul,0,0,0,0,0,0
2204,2004,35,12,66.2329804533,36.0200025115,Sozma Qala,Sar-e-Pul,0,0,14,0,8,22
2205,2007,59,20,66.3415876291,35.842099242,Sang(San)Charak,Sar-e-Pul,0,0,24,0,15,39
2206,2005,47,15,66.4505764686,36.0628886357,Gosfandi,Sar-e-Pul,0,0,19,0,4,23
2207,2006,60,14,66.6022551746,35.4579870518,Balkh Ab,Sar-e-Pul,0,0,24,0,6,30
2301,2101,213,43,65.3298268316,34.7239735199,Chaghcharan,Ghor,0,26,87,0,0,113
2302,2103,34,12,65.0079196002,34.1187181494,Du Lina,Ghor,0,0,14,0,0,14
2303,2104,39,14,65.7514747062,34.5801985317,Dawlat Yar,Ghor,0,10,16,0,0,26
2304,2102,37,11,65.1178852124,35.1193570846,Chahar Sadra,Ghor,0,0,14,0,0,14
2305,2107,34,12,65.0898212397,33.5894810291,Pasaband,Ghor,0,0,0,0,0,0
2306,2105,55,22,64.3355136878,34.1023912197,Shahrak,Ghor,0,0,21,0,0,21
2307,2108,110,41,66.2741001464,34.6042581286,Lal Wa Sarjangal,Ghor,0,10,44,0,0,54
2308,2106,42,14,64.3844584775,33.4835368377,Taywarah,Ghor,0,0,21,0,0,21
2309,2109,57,18,63.7141707921,34.0092078235,Tolak,Ghor,0,2,23,0,0,25
2310,2110,40,14,63.6736469292,33.5808660481,Saghar,Ghor,0,0,16,0,0,16
2401,2201,70,14,66.0761694812,33.7632883221,Nili,Daykundi,0,0,25,0,6,31
2402,2206,83,28,66.4725348481,33.7078718116,Shahristan,Daykundi,0,0,29,0,14,43
2403,2205,20,8,66.2656417264,33.4018869008,Gizab,Daykundi,0,0,0,2,0,2
2404,2202,67,22,66.2985260186,34.0739848837,Ashtarlay,Daykundi,0,0,24,0,7,31
2405,2203,64,23,65.7537676472,33.8965430506,Khadir,Daykundi,0,0,0,0,1,1
2406,2204,73,24,65.7210828378,33.5425640966,kiti,Daykundi,0,0,0,0,1,1
2407,2209,78,29,66.9429924198,33.8253024993,Miramor,Daykundi,0,0,27,0,0,27
2408,2207,48,15,65.9121401544,34.1925804826,Sang-e-Takht,Daykundi,0,0,0,0,0,0
2409,2208,48,19,65.6174760789,33.214334569,Kajran,Daykundi,0,0,23,0,0,23
2501,2301,97,16,65.9169613738,32.6821713894,Tirin Kot,Uruzgan,20,0,48,17,0,85
2502,2304,53,9,65.4653218069,32.5836076957,Dehrawud,Uruzgan,8,0,26,0,0,34
2503,2302,28,8,66.2627059575,32.9300521104,Chora,Uruzgan,4,0,15,0,0,19
2504,2303,30,6,65.4782969211,32.9229709086,Shahid-e-Hassas,Uruzgan,2,0,15,0,0,17
2505,2305,45,6,66.6935915102,32.9967388335,Khas Uruzgan,Uruzgan,0,0,22,2,0,24
2506,9996,18,4,66.279534145,32.7528295575,Chenarto,Urozgan,2,0,0,2,0,4
2601,2401,71,15,66.9991940927,32.2097831336,Qalat,Zabul,0,0,48,32,0,80
2602,2404,30,7,66.5164886484,31.9073567891,Tarnak Wa Jaldak,Zabul,0,0,20,0,0,20
2603,2405,27,4,67.1561328445,31.9199887932,Shinkay,Zabul,0,0,18,0,0,18
2604,2403,8,1,66.5063128006,32.1788577731,Mizan,Zabul,0,0,0,0,0,0
2605,2402,11,1,66.9870088276,32.5117980997,Arghandab,Zabul,0,0,7,6,0,13
2606,2406,33,7,67.3949435438,32.4976953503,Shah Joy,Zabul,0,0,22,0,0,22
2607,2408,14,3,66.6912271221,32.6132083871,Day chopan,Zabul,0,0,0,3,0,3
2608,2409,9,2,67.3850666817,31.7249838439,Atghar,Zabul,0,0,0,0,0,0
2609,2411,6,2,67.5707282866,32.2171838344,Naw Bahar,Zabul,0,0,0,0,0,0
2610,2410,23,5,67.7704940158,31.8214689279,Shomulzay,Zabul,0,0,0,0,0,0
2701,3301,269,33,65.7149414309,31.5073250246,Kandahar,Kandahar,46,0,115,0,0,161
2702,3302,56,17,65.6441361321,31.7586335249,Arghandab,Kandahar,8,0,24,0,0,32
2703,3305,71,20,65.7800168216,31.2081412278,Daman,Kandahar,0,0,30,0,0,30
2704,3304,89,23,65.1589937817,31.0730978302,Panj wayi,Kandahar,0,0,38,0,0,38
2705,3303,68,20,65.3985614981,31.6417968994,Zheray,Kandahar,0,0,29,0,0,29
2706,3306,25,8,66.0057287774,32.0795398399,Shah Wali Kot,Kandahar,0,0,11,0,0,11
2707,3307,22,8,65.5033510864,32.0107537121,Khakrez,Kandahar,0,0,9,0,0,9
2708,3312,35,9,66.5542048492,31.5209643731,Arghistan,Kandahar,0,0,15,0,0,15
2709,3315,11,5,65.1966499793,32.0438764886,Ghorak,Kandahar,0,0,0,0,0,0
2710,3308,35,14,64.9933249745,31.5836305397,Maywand,Kandahar,0,0,15,0,0,15
2711,3311,140,26,66.1689486706,30.9869530849,Spin Boldak,Kandahar,0,0,60,0,0,60
2712,3314,21,6,65.7050727246,32.3885671845,Nesh,Kandahar,0,0,0,0,0,0
2713,3313,5,2,66.3362647371,32.3809353214,Miyanshin,Kandahar,0,0,0,0,0,0
2714,3310,27,5,66.0404238751,30.1683469311,Shor Abak,Kandahar,0,0,0,0,0,0
2715,3316,38,7,67.2526136187,31.446348647,Maruf,Kandahar,0,0,0,0,0,0
2716,3309,19,3,65.1734829713,30.1243279782,Reg,Kandahar,0,0,8,0,0,8
2717,9995,70,12,65.6909591417,31.5765683108,Dand,Kandahar,2,0,0,0,0,2
2718,9994,77,16,65.9082401691,31.3156742784,Takhta Pul,Kandahar,4,0,0,0,0,4
2801,2701,197,32,65.7478405951,36.5912813881,Shiberghan,Jawzjan,0,0,104,0,65,169
2802,2703,22,5,65.6122997502,36.9483884618,Khwaja Du Koh,Jawzjan,0,0,10,0,2,12
2803,2706,19,7,66.128517606,36.7839515868,Khanaqa,Jawzjan,0,0,10,0,0,10
2804,2702,35,11,65.9890974043,37.0552841059,Mingajik,Jawzjan,0,0,0,0,0,0
2805,2704,28,7,65.36345506,36.2097164194,Qush Tepa,Jawzjan,0,0,0,0,0,0
2806,2710,13,4,65.7212824621,37.3136700998,Khamyab,Jawzjan,0,0,8,0,0,8
2807,2707,55,16,66.2080411844,36.9041114265,Aqcha,Jawzjan,0,0,29,0,0,29
2808,2705,29,11,66.3296900026,36.7045192726,Fayz Abad,Jawzjan,0,0,15,0,0,15
2809,2708,27,9,66.3288210577,37.0521692156,Mardyan,Jawzjan,0,0,14,0,1,15
2810,2709,19,4,66.0944509995,37.2914625391,Qarqin,Jawzjan,0,0,0,0,0,0
2811,2711,34,13,65.3727860363,36.0043883829,Darz Ab,Jawzjan,0,0,0,0,0,0
2901,2801,101,18,64.7926729016,35.9365163869,Maymana,Faryab,0,0,52,0,36,88
2902,2803,96,37,64.7781277022,35.8099369562,Pashtun kot,Faryab,0,0,43,0,3,46
2903,2802,41,11,64.9659470579,36.0586411513,Khwaja Sabzposh,Faryab,0,0,21,0,11,32
2904,2805,50,15,64.2783185157,35.9560262885,Almar,Faryab,0,0,0,0,0,0
2905,2809,38,9,65.4533768762,35.8808301863,Bil Cheragh,Faryab,0,0,0,0,0,0
2906,2804,52,14,64.8219587852,36.2471992216,Shirin Tagab,Faryab,0,0,27,0,3,30
2907,2806,93,30,64.2790387633,35.6413006596,Qaysar,Faryab,0,0,0,0,1,1
2908,2808,64,16,65.2830138112,35.6323574359,Garziwan,Faryab,0,0,34,0,2,36
2909,2810,42,10,65.0558942677,36.5363426253,Dawlat Abad,Faryab,0,0,0,0,2,2
2910,2807,41,14,64.9228757621,35.3340677221,Kohistan,Faryab,0,0,0,0,0,0
2911,2812,21,6,64.9635071869,36.7929112027,Qaram Qol,Faryab,0,0,12,0,0,12
2912,2814,31,9,64.9423846313,37.0358421204,Qorghan,Faryab,0,0,16,0,0,16
2913,2811,48,9,65.2857641641,36.852884076,Andkhoy,Faryab,0,0,25,0,2,27
2914,2813,22,6,65.2296726461,37.1110295942,Khan-e-Chahar Bagh,Faryab,0,0,0,0,3,3
3001,3201,175,30,64.5402449425,31.456200091,Lashkar Gah,Hilmand,45,0,64,0,0,109
3002,3203,69,15,63.7907181316,31.5779819929,Nad-e-Ali,Hilmand,7,0,25,0,0,32
3003,3204,81,20,64.2070508043,31.3330783139,Nawa-e-Barak Zaiy,Hilmand,5,0,30,0,0,35
3004,3202,82,18,64.6123866545,31.8347761729,Nahr-e-Saraj,Hilmand,16,0,30,0,0,46
3005,3208,6,1,63.9466295515,32.1031748951,Wa Sher,Hilmand,0,0,2,0,0,2
3006,3209,64,18,64.1694090303,30.3086348661,Garm Ser,Hilmand,0,0,21,0,0,21
3007,3207,21,3,64.4737447386,32.4716170395,Naw Zad,Hilmand,0,0,0,0,0,0
3008,3205,46,9,64.9965320561,32.1236110665,Sangin,Hilmand,0,0,0,0,0,0
3009,3206,39,7,64.736318369,32.4690519499,Musa Qaleh,Hilmand,0,0,0,0,0,0
3010,3210,26,4,65.0382658617,32.4843543399,Kajaki,Hilmand,0,0,0,0,0,0
3011,3212,25,8,63.4834669741,30.8300688261,Reg(khan Neshin),Hilmand,0,0,0,0,0,0
3014,9998,49,14,64.1264608234,31.4726297529,Marja,Helmand,7,0,18,0,0,25
3101,2901,109,19,63.1235294207,34.8106962522,Qala-e-Naw,Badghis,0,28,45,0,0,73
3102,2903,62,21,62.9017129157,34.9250912366,Ab Kamari,Badghis,0,10,25,0,0,35
3103,2902,21,8,63.1050903829,35.1700695259,Muqur,Badghis,0,2,8,0,0,10
3104,2904,82,33,63.5841985456,34.8155924558,Qadis,Badghis,0,6,35,0,0,41
3105,2906,31,10,63.4721972917,35.4673670965,Bala Murghab,Badghis,0,0,13,0,0,13
3106,2905,88,35,64.3358559399,35.0012743288,Jawand,Badghis,0,0,0,0,0,0
3107,2907,24,8,63.7795308893,35.7206529932,Ghormach,Badghis,0,0,0,0,0,0
3201,3001,400,46,62.182593408,34.3720185125,Hirat,Hirat,0,40,136,70,0,246
3202,3002,179,53,62.1793712496,34.4687520337,Injil,Hirat,0,12,61,6,0,79
3203,3005,105,38,62.0386714978,34.0355267103,Guzara,Hirat,0,12,36,2,0,50
3204,3007,55,18,62.663431061,34.5039229325,Karukh,Hirat,0,6,19,7,0,32
3205,3004,52,18,61.820063165,34.3711258707,Zinda Jan,Hirat,0,7,18,3,0,28
3206,3006,80,30,62.754605035,34.1843000843,Pashtun  Zarghun,Hirat,0,6,27,6,0,39
3207,3003,89,30,62.2398200453,35.004469609,Kushk,Hirat,0,6,30,2,0,38
3208,3008,77,25,61.5712160359,35.1341828713,Gulran,Hirat,0,0,26,2,0,28
3209,3010,74,29,61.9988616375,33.7053154691,Adraskan,Hirat,0,0,24,8,0,32
3210,3013,44,14,62.6287252607,34.885778934,Kushk-e-Kohna,Hirat,0,0,15,3,0,18
3211,3009,65,20,61.1544474451,34.1798252049,Ghoryan,Hirat,0,8,22,2,0,32
3212,3012,63,23,63.2500238425,34.3598182496,Obe,Hirat,0,0,22,6,0,28
3213,3014,57,16,61.1669860954,34.6135790052,Kohsan,Hirat,0,5,19,5,0,29
3214,3015,121,43,62.3808044268,33.2543781143,Shindand,Hirat,0,0,40,2,0,42
3215,3011,41,13,63.2835210941,33.8427564425,Farsi,Hirat,0,0,14,5,0,19
3216,3016,42,18,63.9570917826,34.4451906986,Chisht-e-Sharif,Hirat,0,0,14,13,0,27
3301,3101,158,37,62.2287836102,32.2445273653,Farah,Farah,0,67,75,0,0,142
3302,3105,26,10,62.0591291707,32.4871941002,Pusht Rod,Farah,0,9,14,0,0,23
3303,3104,8,3,62.072070429,32.7564957091,Khak-e-Safed,Farah,0,0,0,0,0,0
3304,3106,36,15,61.3275950924,32.3954641074,Qala-e-Kah,Farah,0,7,16,0,0,23
3305,3107,32,13,61.3689817701,32.1088219454,Shib Koh,Farah,0,5,14,0,0,19
3306,3103,30,13,62.7518674271,32.7704268173,Bala Buluk,Farah,0,1,0,0,0,1
3307,3111,20,8,61.2492878158,33.0113415486,Anar Dara,Farah,0,7,11,0,0,18
3308,3102,5,1,62.8809281531,32.214778716,Bakwa,Farah,0,0,0,0,0,0
3309,3108,34,14,61.3296856649,31.7201732738,Lash-e-Juwayn,Farah,0,7,0,0,0,7
3310,3109,11,4,63.5949942287,32.6416062439,Gulestan,Farah,0,3,0,0,0,3
3311,3110,78,35,63.8649381767,33.1365563434,Pur Chaman,Farah,0,0,0,0,0,0
3401,3401,51,10,62.0363380653,30.9111082313,Zaranj,Nimroz,0,35,34,0,0,69
3402,3402,25,10,61.8284661609,31.3213034873,Kang,Nimroz,0,6,17,0,0,23
3403,3404,34,12,62.4382207222,31.3172852112,Chakhansur,Nimroz,0,5,23,0,0,28
3404,3403,33,11,62.0797976387,30.1647980495,Chahar Burjak,Nimroz,0,0,22,0,0,22
3405,3405,24,8,62.9103688093,31.7358814228,Khash Rod,Nimroz,0,4,16,0,0,20
3406,9999,27,11,63.3818987973,32.1184023564,Delaram,Nimroz,0,0,18,0,0,18
